global_id,Name,AdmArea,District,Address,Photo,Capacity,DepartmentalAffiliation,ObjectOperOrgName,ObjectOperOrgPhone,Longitude,Latitude
2757725,Велосипедная парковка № 37124 «Гимназия № 1506»,Северо-Восточный административный округ,Северное Медведково,"Широкая улица, дом 1А",4b2327b3-55af-4ff1-ab55-786c1d199557,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.650781,55.889628
2757728,Велосипедная парковка № 37018 «Школа здоровья № 266»,Северо-Восточный административный округ,Лианозово,"Череповецкая улица, дом 10А",87a68eb2-aa64-47e7-8970-998244ba36bd,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.570777,55.896533
2757729,Велосипедная парковка № 37106 «Центр образования № 1459»,Северо-Восточный административный округ,Отрадное,"Отрадная улица, дом 11А",da0d57c7-03f4-47d7-b7e6-291d87f517bd,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.612922,55.857407
2757731,Велосипедная парковка № 37017 «Школа № 263»,Северо-Восточный административный округ,Отрадное,"Отрадная улица, дом 11Б",21da1cde-ed77-4508-880a-bf29ff90db84,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.613732,55.856873
2757733,Велосипедная парковка № 37061 «Школа № 950»,Северо-Восточный административный округ,Отрадное,"Отрадная улица, дом 1А",9e8b9d52-6939-478e-ae10-20dd9dffd969,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.604736,55.859911
2757735,Велосипедная парковка № 37026 «Школа № 301»,Северо-Восточный административный округ,Алтуфьевский,"Алтуфьевское шоссе, дом 60Б",89259401-36c8-4b51-b6af-8752032c53bf,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.591231,55.883355
2757738,Велосипедная парковка № 37085 «Школа № 1414»,Северо-Восточный административный округ,Марьина Роща,"улица Советской Армии, дом 9",6b46272a-c85b-404e-86f9-6de2a03fdcf4,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.616177,55.789416
2757740,Велосипедная парковка № 37004 «Школа № 242»,Северо-Восточный административный округ,Марьина Роща,"1-й проезд Марьиной Рощи, дом 3А",e707d6b5-6b5d-4406-b5fe-c41871723a1b,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.622192,55.793707
2757741,Велосипедная парковка № 37158 «Спецшкола - интернат № 35»,Северо-Восточный административный округ,Марьина Роща,"Новосущёвская улица, дом 7",2676ca53-7b00-4fae-98b4-6712f07ffe43,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.603125,55.787099
2757745,Велосипедная парковка № 37096 «Центр образования № 293»,Северо-Восточный административный округ,Алексеевский,"Ярославская улица, дом 27",8a2dd79b-88f2-4f24-9744-a18582d6a6ee,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.653290,55.827312
2757751,Велосипедная парковка № 37080 «Школа № 1380»,Северо-Восточный административный округ,Северное Медведково,"улица Тихомирова, дом 10",c42b2c8b-3ed9-4a54-9101-c965eee0bf7d,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.651831,55.884897
2757753,Велосипедная парковка № 37123 «Гимназия № 1503»,Северо-Восточный административный округ,Алексеевский,"улица Константинова, дом 20, корпус 1",224caf27-494a-4b50-898f-b541ae2d85f5,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.658057,55.817218
2757754,Велосипедная парковка № 37093 «Школа надомного обучения № 410»,Северо-Восточный административный округ,Ростокино,"улица Докукина, дом 5",dd7dd55f-b7f5-452e-ab9c-84bf92219e21,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.653677,55.837235
2757757,Велосипедная парковка № 37140 «Гимназия № 1577»,Северо-Восточный административный округ,Ярославский,"Ярославское шоссе, дом 8, корпус 6",5e96c43c-0dea-4253-a1c0-c34e2c3cc3c8,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.690287,55.852798
2757758,Велосипедная парковка № 37135 «Гимназия № 1558 им. Росалии де Кастро»,Северо-Восточный административный округ,Бабушкинский,"Чукотский проезд, дом 6",b72fffc6-4bcc-4d3d-a2e7-6e614c408fd6,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.654481,55.868075
2757761,Велосипедная парковка № 37045 «Школа № 750»,Северо-Восточный административный округ,Ярославский,"Палехская улица, дом 8",611414fb-f6bb-4f3d-9d77-83edd3c19085,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.695943,55.864923
2757766,Велосипедная парковка № 37051 «Школа № 753»,Северо-Восточный административный округ,Северное Медведково,"улица Грекова, дом 20",607d3a8c-57fe-4bfb-b3d8-8b45b05ab553,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.664243,55.891110
2757767,Велосипедная парковка № 37056 «Школа № 760 им. Маресьева»,Северо-Восточный административный округ,Ярославский,"Ярославское шоссе, дом 147",7e1dad9d-de6f-4fae-88e4-aa2c838200c1,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.719983,55.880987
2757768,Велосипедная парковка № 37146 «Лицей информационных технологий № 1537»,Северо-Восточный административный округ,Ярославский,"улица Проходчиков, дом 9",fbc9e7f2-fef3-4c50-a064-133a7b5faeb5,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.718627,55.874295
2757769,Велосипедная парковка № 37088 «Школа № 1955»,Северо-Восточный административный округ,Лосиноостровский,"Тайнинская улица, дом 15, корпус 3",435d292d-1e84-4815-a2da-910d280c7a8f,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.683001,55.884724
2757771,Велосипедная парковка № 37040 «Школа № 529»,Северо-Восточный административный округ,Лосиноостровский,"2-я Напрудная улица, дом 17",fa04296f-9131-48cd-8062-9c5498df2567,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.688892,55.879303
2757772,Велосипедная парковка № 37053 «Школа № 756»,Северо-Восточный административный округ,Северное Медведково,"улица Грекова, дом 11А",c46367d1-ff44-42d1-850d-3bb36e42eb09,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.659036,55.890495
2757774,Велосипедная парковка № 37008 «Школа № 250»,Северо-Восточный административный округ,Бутырский,"улица Гончарова, дом 15Б",47e4bee8-ebe9-47b5-9828-d65ea2e683f9,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.586505,55.817643
2757776,Велосипедная парковка № 37166 «Московский кадетский корпус Героев Космоса № 1783»,Северо-Восточный административный округ,Останкинский,"3-я Новоостанкинская улица, дом 6",34b87e5f-8a18-4fcb-8d9a-0bdd2cf4c233,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.626826,55.817960
2757779,Велосипедная парковка № 37122 «Гимназия № 1503»,Северо-Восточный административный округ,Алексеевский,"улица Павла Корчагина, дом 18",af2c90cc-9499-46a1-b275-1de13c3e2128,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.662338,55.818512
2757783,Велосипедная парковка № 37062 «Школа № 952»,Северо-Восточный административный округ,Отрадное,"улица Декабристов, дом 8, корпус 4",7024409a-7cb4-4d48-986d-1d4d035e02b7,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.596589,55.863392
2757785,Велосипедная парковка № 37021 «Школа № 290»,Северо-Восточный административный округ,Северное Медведково,"улица Грекова, дом 11Б",ee45ecb8-1fbc-4a64-a30d-f0cc471b748b,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.656971,55.890503
2757788,Велосипедная парковка № 37065 «Школа № 958»,Северо-Восточный административный округ,Отрадное,"Северный бульвар, дом 11",797b964d-8900-463e-a7e1-d5f75115193b,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.608500,55.868309
2757789,Велосипедная парковка № 37037 «Школа № 332»,Северо-Восточный административный округ,Бибирево,"улица Корнейчука, дом 52А",7c098476-6e28-4085-99d9-21beee34a2b8,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.625845,55.895538
2757791,Велосипедная парковка № 37118 «Центр образования № 1682»,Северо-Восточный административный округ,Бибирево,"улица Корнейчука, дом 14А",db8d87b7-db74-4d23-a2f5-dcdcc7039447,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.609719,55.900882
2757792,Велосипедная парковка № 37066 «Школа № 960»,Северо-Восточный административный округ,Бибирево,"улица Конёнкова, дом 4А",90311369-84ab-481d-8280-be1e257863cc,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.608144,55.888180
2757793,Велосипедная парковка № 37005 «Школа № 245»,Северо-Восточный административный округ,Бибирево,"улица Конёнкова, дом 10А",ff1cc54e-b994-40e1-b619-25fc40cc4fad,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.612743,55.890883
2757794,Велосипедная парковка № 37024 «Школа № 298»,Северо-Восточный административный округ,Лосиноостровский,"Изумрудная улица, дом 13, корпус 3",9340d9d3-d31f-42a7-bf02-ac5e6dfb81dd,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.680794,55.872517
2757795,Велосипедная парковка № 37149 «Спецшкола № 309»,Северо-Восточный административный округ,Бабушкинский,"улица Коминтерна, дом 16, корпус 1",b2d9ebf5-ca8f-404f-ab5c-04c2c6e783ea,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.679557,55.863480
2757796,Велосипедная парковка № 37147 «Лицей № 1568»,Северо-Восточный административный округ,Южное Медведково,"проезд Шокальского, дом 7, корпус 2",9dc78603-7f74-45eb-8971-3fcd56b7ff26,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.642894,55.874799
2757798,Велосипедная парковка № 37074 «Школа № 1237 им. Пабло Неруды»,Северо-Восточный административный округ,Южное Медведково,"проезд Шокальского, дом 11, корпус 3",893bbd1e-4c24-4c6c-87ac-bcb4f9b95848,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.641773,55.874424
2757802,Велосипедная парковка № 37060 «Школа № 910»,Северо-Восточный административный округ,Бабушкинский,"Ленская улица, дом 6",11e18172-8821-45bb-a7f5-0f6670971369,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.671186,55.866220
2757808,Велосипедная парковка № 37097 «Центр образования № 293»,Северо-Восточный административный округ,Алексеевский,"улица Касаткина, дом 1",baf92c98-d03f-4140-9edb-e8a4a00cea59,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.652070,55.826980
2757809,Велосипедная парковка № 37167 «Спортивно - адаптивная школа»,Северо-Восточный административный округ,Алексеевский,"улица Касаткина, дом 23",f4c2214d-30d0-48f4-8648-bb6a4fb41657,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.667592,55.823735
2757813,Велосипедная парковка № 37153 «Специальная начальная школа - детский сад № 1879»,Северо-Восточный административный округ,Отрадное,"улица Бестужевых, дом 27Б",11e5b11a-b1fa-4467-b1b7-67be6b4be37d,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.614213,55.870720
2757815,Велосипедная парковка № 37117 «Центр образования № 1682»,Северо-Восточный административный округ,Бибирево,"Белозерская улица, дом 7",9350b64b-253d-4d45-b483-bd97e63a9304,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.611677,55.898552
2757816,Велосипедная парковка № 37019 «Школа № 267»,Северо-Восточный административный округ,Отрадное,"улица Бестужевых, дом 23",6ac485f9-4166-4899-a82c-7e34307f18bd,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.609641,55.871956
2757817,Велосипедная парковка № 37084 «Школа № 1413»,Северо-Восточный административный округ,Бибирево,"Белозерская улица, дом 15",8a088406-2295-4284-a90b-cf0628f7860f,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.617197,55.896850
2757818,Велосипедная парковка № 37134 «Гимназия № 1554»,Северо-Восточный административный округ,Отрадное,"улица Бестужевых, дом 10А",fe0102a6-81b8-4135-addc-810f6e49d866,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.606508,55.869281
2757819,Велосипедная парковка № 37141 «Государственная столичная гимназия»,Северо-Восточный административный округ,Бибирево,"Белозерская улица, дом 12",536c4b6f-fab1-417a-a05f-a5bd6d5e7037,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.616369,55.895965
2757820,Велосипедная парковка № 37057 «Школа № 761»,Северо-Восточный административный округ,Отрадное,"улица Бестужевых, дом 1",66d0f64e-edd3-4cdf-8b08-596a6ee6aafa,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.597187,55.868904
2757824,Велосипедная парковка № 25001 «Музей - усадьба Люблино»,Юго-Восточный административный округ,Люблино,"Летняя улица, дом 1, строение 1",8402d9c2-5788-4291-aba0-00ded91dc019,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.743323,55.688530
2757825,Велосипедная парковка № 31007 «Центр образования № 1240»,Центральный административный округ,Пресненский,"Большой Кондратьевский переулок, дом 3",4bc1858c-df45-4d0b-8db9-c02f7b28ebda,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.581962,55.772760
2757829,Велосипедная парковка № 32001 «Школа № 71»,Западный административный округ,Фили-Давыдково,"Большая Филёвская улица, дом 39",73d50a1a-92d2-45fd-aa24-1b9db264ef75,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.477930,55.741669
2757831,Велосипедная парковка № 32003 «Школа № 97»,Западный административный округ,Фили-Давыдково,"Кременчугская улица, дом 46",88ba77f5-8fb2-427c-b4f8-e4b655bedc75,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.456393,55.711857
2757834,Велосипедная парковка № 32018 «Банковский колледж № 45»,Западный административный округ,Кунцево,"Бобруйская улица, дом 23",4b17a7ea-b450-4f8e-8ae6-3da0e325264c,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.394455,55.738817
2757835,Велосипедная парковка № 33001 «Школа № 9»,Юго-Западный административный округ,Обручевский,"улица Новаторов, дом 34, корпус 1",246776ba-ad9d-4808-ab85-fa97ac37e2e9,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.525419,55.663670
2757836,Велосипедная парковка № 33002 «Школа № 18»,Юго-Западный административный округ,Ясенево,"проезд Карамзина, дом 9, корпус 3",69490f51-ec46-43e9-befc-56e621ad10fc,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.538288,55.592686
2757837,Велосипедная парковка № 33003 «Школа - интернат № 19»,Юго-Западный административный округ,Черёмушки,"Новочерёмушкинская улица, дом 48",7d5e453c-f2ef-4463-acf4-6fbaac9a3d19,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.566648,55.672507
2757838,Велосипедная парковка № 33005 «Школа № 108»,Юго-Западный административный округ,Ясенево,"Вильнюсская улица, дом 14",59cebe98-95f5-4019-97a7-91cd1232e6a5,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.517489,55.598123
2757841,Велосипедная парковка № 33008 «Центр образования № 118»,Юго-Западный административный округ,Ломоносовский,"улица Строителей, дом 15",8032c67e-de3a-4eb2-b0da-97e372eeee53,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.529408,55.687113
2757843,Велосипедная парковка № 33010 «Школа № 517»,Юго-Западный административный округ,Котловка,"Нахимовский проспект, дом 10",f02f56e5-f40e-4111-8c42-0540d540bd3e,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.595118,55.667930
2757846,Велосипедная парковка № 33013 «Школа № 568»,Юго-Западный административный округ,Котловка,"Нагорная улица, дом 32, корпус 3",bba2c183-fc6b-4393-af3b-31d4b97f9583,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.595966,55.675642
2757848,Велосипедная парковка № 33015 «Школа № 626»,Юго-Западный административный округ,Котловка,"Севастопольский проспект, дом 43А",dcf3c381-825b-4d50-a271-d946abda99ab,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.589700,55.671923
2757850,Велосипедная парковка № 33017 «Школа № 789»,Юго-Западный административный округ,Ясенево,"Голубинская улица, дом 5, корпус 3",5cd02a06-0bc0-4b7c-ad99-e36c7e1d1723,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.517743,55.606054
2757851,Велосипедная парковка № 33018 «Школа № 863»,Юго-Западный административный округ,Коньково,"улица Введенского, дом 27А",8f497f3a-b7f1-4bf2-b5c0-3220d48856ad,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.534654,55.634585
2757852,Велосипедная парковка № 33019 «Школа № 1020»,Юго-Западный административный округ,Ясенево,"Вильнюсская улица, дом 12",b31a3bcf-2a7d-4dad-a154-8432b7aece7d,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.517637,55.599415
2757853,Велосипедная парковка № 33020 «Школа № 1086»,Юго-Западный административный округ,Коньково,"улица Введенского, дом 32А",1f3b6728-a35e-4903-8255-0b9bdab86030,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.528042,55.635075
2757854,Велосипедная парковка № 33021 «Школа № 1100»,Юго-Западный административный округ,Обручевский,"улица Академика Челомея, дом 6А",a949e325-9d3d-41ba-a18a-72c4b616685e,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.532470,55.662904
2757857,Велосипедная парковка № 34100 «Школа № 949»,Южный административный округ,Орехово-Борисово Южное,"Воронежская улица, дом 46, корпус 3",d78f4716-a98f-4c34-8f55-9baf2712ae3e,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.753564,55.609304
2757858,Велосипедная парковка № 34033 «Центр образования № 556»,Южный административный округ,Чертаново Центральное,"Днепропетровская улица, дом 16Б",4876ffe1-59a9-4cc3-82ad-464241cac2d7,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.582744,55.617793
2757859,Велосипедная парковка № 34034 «Школа № 566»,Южный административный округ,Донской,"Загородное шоссе, дом 8А",f77d6c77-2ae9-4945-9ef8-d7306398c4dc,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.604222,55.693305
2757860,Велосипедная парковка № 34035 «Школа № 567»,Южный административный округ,Нагорный,"Черноморский бульвар, дом 8",f41479a6-c4ae-424f-8fda-221503767a5a,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.612473,55.645841
2757861,Велосипедная парковка № 34036 «Школа № 573»,Южный административный округ,Даниловский,"5-й Рощинский проезд, дом 4",77b90134-961a-4295-a9f4-f4757258b64b,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.611924,55.710560
2757862,Велосипедная парковка № 34037 «Школа № 575»,Южный административный округ,Орехово-Борисово Южное,"Домодедовская улица, дом 44, корпус 2",96c336e7-6613-4cb8-be4b-689a8b7d33e8,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.713189,55.601047
2757864,Велосипедная парковка № 34079 «Школа № 915»,Южный административный округ,Бирюлёво Восточное,"Бирюлёвская улица, дом 50",be16ce24-f489-4123-a388-698299369b9b,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.665859,55.584830
2757865,Велосипедная парковка № 34080 «Школа № 916»,Южный административный округ,Орехово-Борисово Северное,"Ореховый бульвар, дом 11, корпус 3",7b15a59f-6d54-4215-a4b2-0ccecd8aca1b,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.713033,55.611665
2757866,Велосипедная парковка № 34081 «Школа № 924»,Южный административный округ,Чертаново Южное,"улица Газопровод, дом 5А",6e21d67c-d7a9-47dd-b41b-25d452b995a2,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.605469,55.591409
2757868,Велосипедная парковка № 34085 «Школа № 933»,Южный административный округ,Бирюлёво Западное,"Медынская улица, дом 9А",7c506424-47e3-4bb1-a079-9b837ba33e6d,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.652071,55.582087
2757869,Велосипедная парковка № 34086 «Школа № 933»,Южный административный округ,Бирюлёво Западное,"Медынская улица, дом 7А",9a5d6536-2976-4771-a8e2-bbcfef99d1d5,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.649600,55.583298
2757870,Велосипедная парковка № 34087 «Школа № 935»,Южный административный округ,Бирюлёво Восточное,"Липецкая улица, дом 15, корпус 2",40f39c39-ffd1-4108-8343-bee06f201ae6,10,Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,ГКУ Центр организации дорожного движения Правительства Москвы,(495) 361-78-07,37.688360,55.581578
